Time,kW_el_demand,kW_th_demand,kW_dhw_demand
2020-01-02 10:00:00+00:00,25.436810204654535,0,0
2020-01-02 11:00:00+00:00,23.491323786137297,0,0
2020-01-02 12:00:00+00:00,27.660842131356674,0,0
2020-01-02 13:00:00+00:00,20.48272322378238,0,0
2020-01-02 14:00:00+00:00,19.7885398810852,0,0
2020-01-02 15:00:00+00:00,24.500691614559962,0,0
2020-01-02 16:00:00+00:00,24.24566370136142,0,0
2020-01-02 17:00:00+00:00,23.752390904553323,0,0
2020-01-02 18:00:00+00:00,36.30207100615059,0,0
2020-01-02 19:00:00+00:00,36.086837734613916,0,0
2020-01-02 20:00:00+00:00,39.09007955164624,0,0
2020-01-02 21:00:00+00:00,32.01665976748737,0,0
2020-01-02 22:00:00+00:00,25.97348026833805,0,0
2020-01-02 23:00:00+00:00,22.525473915449155,0,0
2020-01-03 00:00:00+00:00,17.2989853613201,0,0
2020-01-03 01:00:00+00:00,15.388195588968866,0,0
2020-01-03 02:00:00+00:00,16.905315580172857,0,0
2020-01-03 03:00:00+00:00,15.949172416490512,0,0
2020-01-03 04:00:00+00:00,20.007519225344105,0,0
2020-01-03 05:00:00+00:00,22.157219739588562,0,0
2020-01-03 06:00:00+00:00,27.30388249300033,0,0
2020-01-03 07:00:00+00:00,19.48554113466749,0,0
2020-01-03 08:00:00+00:00,23.13341055814624,0,0
2020-01-03 09:00:00+00:00,21.045950205484996,0,0
2020-01-03 10:00:00+00:00,25.436810204654535,0,0
2020-01-03 11:00:00+00:00,20.474089538376543,0,0
2020-01-03 12:00:00+00:00,24.419337194088314,0,0
2020-01-03 13:00:00+00:00,20.06893083542314,0,0
2020-01-03 14:00:00+00:00,20.58008147632861,0,0
2020-01-03 15:00:00+00:00,25.69584730307508,0,0
2020-01-03 16:00:00+00:00,25.088991134452254,0,0
2020-01-03 17:00:00+00:00,26.201090997806244,0,0
2020-01-03 18:00:00+00:00,36.30207100615059,0,0
2020-01-03 19:00:00+00:00,31.860451333262734,0,0
2020-01-03 20:00:00+00:00,40.04349612607663,0,0
2020-01-03 21:00:00+00:00,31.439783014920028,0,0
2020-01-03 22:00:00+00:00,25.97348026833805,0,0
2020-01-03 23:00:00+00:00,19.783242308350996,0,0
2020-01-04 00:00:00+00:00,20.314404827972226,0,0
2020-01-04 01:00:00+00:00,15.244380676922429,0,0
2020-01-04 02:00:00+00:00,16.067035468759325,0,0
2020-01-04 03:00:00+00:00,15.66179994051771,0,0
2020-01-04 04:00:00+00:00,21.975471936033685,0,0
2020-01-04 05:00:00+00:00,26.27493314252095,0,0
2020-01-04 06:00:00+00:00,21.800774393635923,0,0
2020-01-04 07:00:00+00:00,25.57477273925108,0,0
2020-01-04 08:00:00+00:00,22.74131885377088,0,0
2020-01-04 09:00:00+00:00,24.2529521415589,0,0
2020-01-04 10:00:00+00:00,23.351825761650066,0,0
2020-01-04 11:00:00+00:00,22.844773590188566,0,0
2020-01-04 12:00:00+00:00,26.796440814751776,0,0
2020-01-04 13:00:00+00:00,22.55168516557858,0,0
2020-01-04 14:00:00+00:00,21.767393869193718,0,0
2020-01-04 15:00:00+00:00,18.9232984014894,0,0
2020-01-04 16:00:00+00:00,23.402336268270588,0,0
2020-01-04 17:00:00+00:00,26.690831016456826,0,0
2020-01-04 18:00:00+00:00,38.36804252682583,0,0
2020-01-04 19:00:00+00:00,39.01279755093396,0,0
2020-01-04 20:00:00+00:00,32.098358005823336,0,0
2020-01-04 21:00:00+00:00,30.862906262352688,0,0
2020-01-04 22:00:00+00:00,24.7597662371073,0,0
2020-01-04 23:00:00+00:00,19.5873686221297,0,0
2020-01-05 00:00:00+00:00,16.188041347290365,0,0
2020-01-05 01:00:00+00:00,17.257789445572563,0,0
2020-01-05 02:00:00+00:00,18.023022395390896,0,0
2020-01-05 03:00:00+00:00,14.081251322667299,0,0
2020-01-05 04:00:00+00:00,21.31948769913716,0,0
2020-01-05 05:00:00+00:00,19.80424065219863,0,0
2020-01-05 06:00:00+00:00,20.10751036306226,0,0
2020-01-05 07:00:00+00:00,21.312310616042566,0,0
2020-01-05 08:00:00+00:00,19.40853936658032,0,0
2020-01-05 09:00:00+00:00,23.250764036535806,0,0
2020-01-05 10:00:00+00:00,20.22434909714336,0,0
2020-01-05 11:00:00+00:00,24.784424178034765,0,0
2020-01-05 12:00:00+00:00,21.826133244273624,0,0
2020-01-05 13:00:00+00:00,22.13789277721934,0,0
2020-01-05 14:00:00+00:00,26.714528839465018,0,0
2020-01-05 15:00:00+00:00,19.72006886049948,0,0
2020-01-05 16:00:00+00:00,23.402336268270588,0,0
2020-01-05 17:00:00+00:00,25.221610960505075,0,0
2020-01-05 18:00:00+00:00,28.92360128945332,0,0
2020-01-05 19:00:00+00:00,36.73705102712948,0,0
2020-01-05 20:00:00+00:00,40.04349612607663,0,0
2020-01-05 21:00:00+00:00,34.03572840147306,0,0
2020-01-05 22:00:00+00:00,27.187194299568798,0,0
2020-01-05 23:00:00+00:00,21.741979170563965,0,0
2020-01-06 00:00:00+00:00,15.870628771853301,0,0
2020-01-06 01:00:00+00:00,15.388195588968866,0,0
2020-01-06 02:00:00+00:00,18.302449099195407,0,0
2020-01-06 03:00:00+00:00,15.805486178504111,0,0
2020-01-06 04:00:00+00:00,21.811475876809556,0,0
2020-01-06 05:00:00+00:00,19.80424065219863,0,0
2020-01-06 06:00:00+00:00,22.22409040127934,0,0
2020-01-06 07:00:00+00:00,21.51528500286202,0,0
2020-01-06 08:00:00+00:00,25.4859607843984,0,0
2020-01-06 09:00:00+00:00,20.845512584480378,0,0
2020-01-06 10:00:00+00:00,27.730293091959453,0,0
2020-01-06 11:00:00+00:00,21.5516731982911,0,0
2020-01-06 12:00:00+00:00,23.12273521918097,0,0
2020-01-06 13:00:00+00:00,22.13789277721934,0,0
2020-01-06 14:00:00+00:00,23.152591660869682,0,0
2020-01-06 15:00:00+00:00,20.317646704757042,0,0
2020-01-06 16:00:00+00:00,25.510654850997668,0,0
2020-01-06 17:00:00+00:00,25.466480969830368,0,0
2020-01-06 18:00:00+00:00,39.5485976814974,0,0
2020-01-06 19:00:00+00:00,43.564290598542925,0,0
2020-01-06 20:00:00+00:00,32.7339690554436,0,0
2020-01-06 21:00:00+00:00,29.99759113350168,0,0
2020-01-06 22:00:00+00:00,26.7017086870765,0,0
2020-01-06 23:00:00+00:00,25.855326581211205,0,0
2020-01-07 00:00:00+00:00,16.8228664981645,0,0
2020-01-07 01:00:00+00:00,14.093861380550925,0,0
2020-01-07 02:00:00+00:00,17.88330904348864,0,0
2020-01-07 03:00:00+00:00,17.529721034340923,0,0
2020-01-07 04:00:00+00:00,15.743621685516672,0,0
2020-01-07 05:00:00+00:00,20.58856701466194,0,0
2020-01-07 06:00:00+00:00,26.668908481535208,0,0
2020-01-07 07:00:00+00:00,21.312310616042566,0,0
2020-01-07 08:00:00+00:00,20.388768627518722,0,0
2020-01-07 09:00:00+00:00,25.054702625577377,0,0
2020-01-07 10:00:00+00:00,26.687800870457217,0,0
2020-01-07 11:00:00+00:00,27.155108229846785,0,0
2020-01-07 12:00:00+00:00,21.177832256819954,0,0
2020-01-07 13:00:00+00:00,21.517204194680478,0,0
2020-01-07 14:00:00+00:00,24.93356025016735,0,0
2020-01-07 15:00:00+00:00,22.9071506965398,0,0
2020-01-07 16:00:00+00:00,21.715681402088926,0,0
2020-01-07 17:00:00+00:00,28.40492108173387,0,0
2020-01-07 18:00:00+00:00,36.30207100615059,0,0
2020-01-07 19:00:00+00:00,43.564290598542925,0,0
2020-01-07 20:00:00+00:00,36.22982982835505,0,0
2020-01-07 21:00:00+00:00,38.07386566944444,0,0
2020-01-07 22:00:00+00:00,31.79930761824565,0,0
2020-01-07 23:00:00+00:00,18.608000191023216,0,0
2020-01-08 00:00:00+00:00,16.664160210445967,0,0
2020-01-08 01:00:00+00:00,15.388195588968866,0,0
2020-01-08 02:00:00+00:00,14.111048542127756,0,0
2020-01-08 03:00:00+00:00,18.822897176218532,0,0
2020-01-08 04:00:00+00:00,18.36755863310278,0,0
2020-01-08 05:00:00+00:00,21.176811786509425,0,0
2020-01-08 06:00:00+00:00,27.72719850064375,0,0
2020-01-08 07:00:00+00:00,22.32718255013983,0,0
2020-01-08 08:00:00+00:00,26.07409834096144,0,0
2020-01-08 09:00:00+00:00,21.246387826489617,0,0
2020-01-08 10:00:00+00:00,26.896299314757663,0,0
2020-01-08 11:00:00+00:00,22.41374012622274,0,0
2020-01-08 12:00:00+00:00,25.715939168995657,0,0
2020-01-08 13:00:00+00:00,26.8965052433506,0,0
2020-01-08 14:00:00+00:00,25.527216446599905,0,0
2020-01-08 15:00:00+00:00,20.317646704757042,0,0
2020-01-08 16:00:00+00:00,28.251469008542873,0,0
2020-01-08 17:00:00+00:00,32.81258124958913,0,0
2020-01-08 18:00:00+00:00,32.170127964800116,0,0
2020-01-08 19:00:00+00:00,33.16087791829387,0,0
2020-01-08 20:00:00+00:00,33.36958010506386,0,0
2020-01-08 21:00:00+00:00,30.286029509785347,0,0
2020-01-08 22:00:00+00:00,23.54605220587655,0,0
2020-01-08 23:00:00+00:00,22.721347601670452,0,0
2020-01-09 00:00:00+00:00,15.077097333260635,0,0
2020-01-09 01:00:00+00:00,15.819640325108182,0,0
2020-01-09 02:00:00+00:00,18.861302506804424,0,0
2020-01-09 03:00:00+00:00,18.24815222427293,0,0
2020-01-09 04:00:00+00:00,15.907617744740802,0,0
2020-01-09 05:00:00+00:00,21.56897496774108,0,0
2020-01-09 06:00:00+00:00,21.377458385992508,0,0
2020-01-09 07:00:00+00:00,26.38667028652889,0,0
2020-01-09 08:00:00+00:00,23.329456410333922,0,0
2020-01-09 09:00:00+00:00,21.246387826489617,0,0
2020-01-09 10:00:00+00:00,20.015850652842914,0,0
2020-01-09 11:00:00+00:00,21.98270666225692,0,0
2020-01-09 12:00:00+00:00,25.715939168995657,0,0
2020-01-09 13:00:00+00:00,23.793062330656298,0,0
2020-01-09 14:00:00+00:00,26.120872643032463,0,0
2020-01-09 15:00:00+00:00,24.500691614559962,0,0
2020-01-09 16:00:00+00:00,27.197309717179333,0,0
2020-01-09 17:00:00+00:00,23.26265088590274,0,0
2020-01-09 18:00:00+00:00,29.5138788667891,0,0
2020-01-09 19:00:00+00:00,33.48598456455165,0,0
2020-01-09 20:00:00+00:00,33.687385629873994,0,0
2020-01-09 21:00:00+00:00,31.728221391203697,0,0
2020-01-09 22:00:00+00:00,27.915422718307248,0,0
2020-01-09 23:00:00+00:00,19.195621249687107,0,0
2020-01-10 00:00:00+00:00,20.949229978846358,0,0
2020-01-10 01:00:00+00:00,16.107270149201057,0,0
2020-01-10 02:00:00+00:00,15.647895413052561,0,0
2020-01-10 03:00:00+00:00,15.949172416490512,0,0
2020-01-10 04:00:00+00:00,16.071613803964937,0,0
2020-01-10 05:00:00+00:00,25.882769961289295,0,0
2020-01-10 06:00:00+00:00,27.515540496822037,0,0
2020-01-10 07:00:00+00:00,23.139080097417644,0,0
2020-01-10 08:00:00+00:00,19.40853936658032,0,0
2020-01-10 09:00:00+00:00,20.845512584480378,0,0
2020-01-10 10:00:00+00:00,28.147289980560345,0,0
2020-01-10 11:00:00+00:00,29.094758817692984,0,0
2020-01-10 12:00:00+00:00,22.474434231727297,0,0
2020-01-10 13:00:00+00:00,27.31029763170984,0,0
2020-01-10 14:00:00+00:00,19.7885398810852,0,0
2020-01-10 15:00:00+00:00,20.11845409000452,0,0
2020-01-10 16:00:00+00:00,20.661522110725386,0,0
2020-01-10 17:00:00+00:00,24.4870009325292,0,0
2020-01-10 18:00:00+00:00,39.25345889282951,0,0
2020-01-10 19:00:00+00:00,42.58897065976957,0,0
2020-01-10 20:00:00+00:00,35.91202430354492,0,0
2020-01-10 21:00:00+00:00,29.132276004650667,0,0
2020-01-10 22:00:00+00:00,31.5565648119995,0,0
2020-01-10 23:00:00+00:00,21.350231798121374,0,0
2020-01-11 00:00:00+00:00,15.077097333260635,0,0
2020-01-11 01:00:00+00:00,13.66241664441161,0,0
2020-01-11 02:00:00+00:00,17.743595691586385,0,0
2020-01-11 03:00:00+00:00,19.253955890177735,0,0
2020-01-11 04:00:00+00:00,18.531554692326914,0,0
2020-01-11 05:00:00+00:00,19.215995880351144,0,0
2020-01-11 06:00:00+00:00,23.282380420387877,0,0
2020-01-11 07:00:00+00:00,23.342054484237096,0,0
2020-01-11 08:00:00+00:00,21.5650437406448,0,0
2020-01-11 09:00:00+00:00,25.455577867586616,0,0
2020-01-11 10:00:00+00:00,22.30933354014783,0,0
2020-01-11 11:00:00+00:00,27.586141693812607,0,0
2020-01-11 12:00:00+00:00,27.876942460507898,0,0
2020-01-11 13:00:00+00:00,22.55168516557858,0,0
2020-01-11 14:00:00+00:00,25.92298724422161,0,0
2020-01-11 15:00:00+00:00,20.11845409000452,0,0
2020-01-11 16:00:00+00:00,25.932318567543085,0,0
2020-01-11 17:00:00+00:00,25.221610960505075,0,0
2020-01-11 18:00:00+00:00,33.35068311947168,0,0
2020-01-11 19:00:00+00:00,35.43662444209835,0,0
2020-01-11 20:00:00+00:00,38.13666297721584,0,0
2020-01-11 21:00:00+00:00,33.458851648905714,0,0
2020-01-11 22:00:00+00:00,26.2162230745842,0,0
2020-01-11 23:00:00+00:00,22.91722128789175,0,0
2020-01-12 00:00:00+00:00,19.36216710166103,0,0
2020-01-12 01:00:00+00:00,15.100565764875991,0,0
2020-01-12 02:00:00+00:00,17.184742283977364,0,0
2020-01-12 03:00:00+00:00,16.667603606422517,0,0
2020-01-12 04:00:00+00:00,16.399605922413198,0,0
2020-01-12 05:00:00+00:00,19.80424065219863,0,0
2020-01-12 06:00:00+00:00,25.18730245478325,0,0
2020-01-12 07:00:00+00:00,24.35692641833436,0,0
2020-01-12 08:00:00+00:00,21.5650437406448,0,0
2020-01-12 09:00:00+00:00,19.041573995438807,0,0
2020-01-12 10:00:00+00:00,24.185819538851852,0,0
2020-01-12 11:00:00+00:00,21.120639734325277,0,0
2020-01-12 12:00:00+00:00,28.741343777112792,0,0
2020-01-12 13:00:00+00:00,26.48271285499136,0,0
2020-01-12 14:00:00+00:00,20.58008147632861,0,0
2020-01-12 15:00:00+00:00,23.9031137703024,0,0
2020-01-12 16:00:00+00:00,28.251469008542873,0,0
2020-01-12 17:00:00+00:00,28.894661100384454,0,0
2020-01-12 18:00:00+00:00,28.628462500785428,0,0
2020-01-12 19:00:00+00:00,31.21023804074717,0,0
2020-01-12 20:00:00+00:00,40.6791071756969,0,0
2020-01-12 21:00:00+00:00,31.439783014920028,0,0
2020-01-12 22:00:00+00:00,27.187194299568798,0,0
2020-01-12 23:00:00+00:00,25.267705522547313,0,0
2020-01-13 00:00:00+00:00,20.631817403409293,0,0
2020-01-13 01:00:00+00:00,15.532010501015305,0,0
2020-01-13 02:00:00+00:00,14.949328653541286,0,0
2020-01-13 03:00:00+00:00,15.230741226558507,0,0
2020-01-13 04:00:00+00:00,16.235609863189065,0,0
2020-01-13 05:00:00+00:00,21.961138148972736,0,0
2020-01-13 06:00:00+00:00,27.72719850064375,0,0
2020-01-13 07:00:00+00:00,22.530156936959283,0,0
2020-01-13 08:00:00+00:00,24.89782322783536,0,0
2020-01-13 09:00:00+00:00,21.045950205484996,0,0
2020-01-13 10:00:00+00:00,26.27080398185632,0,0
2020-01-13 11:00:00+00:00,24.999940910017674,0,0
2020-01-13 12:00:00+00:00,26.36424015644933,0,0
2020-01-13 13:00:00+00:00,20.27582702960276,0,0
2020-01-13 14:00:00+00:00,21.173737672761163,0,0
2020-01-13 15:00:00+00:00,19.919261475252,0,0
2020-01-13 16:00:00+00:00,24.24566370136142,0,0
2020-01-13 17:00:00+00:00,31.588231202962668,0,0
2020-01-13 18:00:00+00:00,34.53123827414325,0,0
2020-01-13 19:00:00+00:00,38.68769090467618,0,0
2020-01-13 20:00:00+00:00,31.46274695620307,0,0
2020-01-13 21:00:00+00:00,29.42071438093434,0,0
2020-01-13 22:00:00+00:00,25.7307374620919,0,0
2020-01-13 23:00:00+00:00,24.09246340521953,0,0
2020-01-14 00:00:00+00:00,15.711922484134767,0,0
2020-01-14 01:00:00+00:00,17.545419269665437,0,0
2020-01-14 02:00:00+00:00,13.552195134518735,0,0
2020-01-14 03:00:00+00:00,15.805486178504111,0,0
2020-01-14 04:00:00+00:00,21.811475876809556,0,0
2020-01-14 05:00:00+00:00,20.39248542404611,0,0
2020-01-14 06:00:00+00:00,25.822276466248375,0,0
2020-01-14 07:00:00+00:00,20.09446429512585,0,0
2020-01-14 08:00:00+00:00,24.11363981908464,0,0
2020-01-14 09:00:00+00:00,23.050326415531185,0,0
2020-01-14 10:00:00+00:00,24.602816427452748,0,0
2020-01-14 11:00:00+00:00,20.689606270359455,0,0
2020-01-14 12:00:00+00:00,28.309143118810347,0,0
2020-01-14 13:00:00+00:00,21.724100388860098,0,0
2020-01-14 14:00:00+00:00,22.163164666815423,0,0
2020-01-14 15:00:00+00:00,25.49665468832256,0,0
2020-01-14 16:00:00+00:00,20.87235396899809,0,0
2020-01-14 17:00:00+00:00,30.85362117498679,0,0
2020-01-14 18:00:00+00:00,31.579850387464337,0,0
2020-01-14 19:00:00+00:00,40.31322413596509,0,0
2020-01-14 20:00:00+00:00,33.05177458025373,0,0
2020-01-14 21:00:00+00:00,36.92011216430976,0,0
2020-01-14 22:00:00+00:00,27.187194299568798,0,0
2020-01-14 23:00:00+00:00,22.525473915449155,0,0
2020-01-15 00:00:00+00:00,17.140279073601565,0,0
2020-01-15 01:00:00+00:00,16.107270149201057,0,0
2020-01-15 02:00:00+00:00,16.067035468759325,0,0
2020-01-15 03:00:00+00:00,16.667603606422517,0,0
2020-01-15 04:00:00+00:00,17.87557045543039,0,0
2020-01-15 05:00:00+00:00,24.118035645746843,0,0
2020-01-15 06:00:00+00:00,25.18730245478325,0,0
2020-01-15 07:00:00+00:00,22.32718255013983,0,0
2020-01-15 08:00:00+00:00,20.5848144797064,0,0
2020-01-15 09:00:00+00:00,26.45776597260971,0,0
2020-01-15 10:00:00+00:00,20.8498444300447,0,0
2020-01-15 11:00:00+00:00,21.33615646630819,0,0
2020-01-15 12:00:00+00:00,25.93203949814688,0,0
2020-01-15 13:00:00+00:00,27.31029763170984,0,0
2020-01-15 14:00:00+00:00,19.98642527989605,0,0
2020-01-15 15:00:00+00:00,26.891002991590202,0,0
2020-01-15 16:00:00+00:00,27.829805291997456,0,0
2020-01-15 17:00:00+00:00,26.93570102578212,0,0
2020-01-15 18:00:00+00:00,30.104156444124882,0,0
2020-01-15 19:00:00+00:00,39.66301084344953,0,0
2020-01-15 20:00:00+00:00,32.7339690554436,0,0
2020-01-15 21:00:00+00:00,34.612605154040395,0,0
2020-01-15 22:00:00+00:00,31.313822005753348,0,0
2020-01-15 23:00:00+00:00,26.051200267432502,0,0
2020-01-16 00:00:00+00:00,21.10793626656489,0,0
2020-01-16 01:00:00+00:00,18.552123653990503,0,0
2020-01-16 02:00:00+00:00,14.111048542127756,0,0
2020-01-16 03:00:00+00:00,15.230741226558507,0,0
2020-01-16 04:00:00+00:00,18.85954681077518,0,0
2020-01-16 05:00:00+00:00,25.49060678005764,0,0
2020-01-16 06:00:00+00:00,25.610618462426668,0,0
2020-01-16 07:00:00+00:00,25.777747126070533,0,0
2020-01-16 08:00:00+00:00,23.72154811470928,0,0
2020-01-16 09:00:00+00:00,20.0437621004619,0,0
2020-01-16 10:00:00+00:00,27.9387915362599,0,0
2020-01-16 11:00:00+00:00,26.724074765880964,0,0
2020-01-16 12:00:00+00:00,27.012541143903,0,0
2020-01-16 13:00:00+00:00,25.03443949573402,0,0
2020-01-16 14:00:00+00:00,21.767393869193718,0,0
2020-01-16 15:00:00+00:00,22.50876546703476,0,0
2020-01-16 16:00:00+00:00,27.197309717179333,0,0
2020-01-16 17:00:00+00:00,25.466480969830368,0,0
2020-01-16 18:00:00+00:00,34.82637706281114,0,0
2020-01-16 19:00:00+00:00,35.76173108835613,0,0
2020-01-16 20:00:00+00:00,36.22982982835505,0,0
2020-01-16 21:00:00+00:00,32.593536520054705,0,0
2020-01-16 22:00:00+00:00,29.129136749538,0,0
2020-01-16 23:00:00+00:00,22.329600229227857,0,0
2020-01-17 00:00:00+00:00,16.8228664981645,0,0
2020-01-17 01:00:00+00:00,17.689234181711875,0,0
2020-01-17 02:00:00+00:00,15.647895413052561,0,0
2020-01-17 03:00:00+00:00,16.81128984440892,0,0
2020-01-17 04:00:00+00:00,17.38358227775799,0,0
2020-01-17 05:00:00+00:00,25.098443598825984,0,0
2020-01-17 06:00:00+00:00,27.30388249300033,0,0
2020-01-17 07:00:00+00:00,22.12420816332038,0,0
2020-01-17 08:00:00+00:00,23.329456410333922,0,0
2020-01-17 09:00:00+00:00,26.45776597260971,0,0
2020-01-17 10:00:00+00:00,27.9387915362599,0,0
2020-01-17 11:00:00+00:00,22.629256858205654,0,0
2020-01-17 12:00:00+00:00,28.957444106264017,0,0
2020-01-17 13:00:00+00:00,26.48271285499136,0,0
2020-01-17 14:00:00+00:00,19.98642527989605,0,0
2020-01-17 15:00:00+00:00,24.69988422931248,0,0
2020-01-17 16:00:00+00:00,21.715681402088926,0,0
2020-01-17 17:00:00+00:00,23.752390904553323,0,0
2020-01-17 18:00:00+00:00,33.05554433080379,0,0
2020-01-17 19:00:00+00:00,40.63833078222288,0,0
2020-01-17 20:00:00+00:00,35.91202430354492,0,0
2020-01-17 21:00:00+00:00,36.05479703545875,0,0
2020-01-17 22:00:00+00:00,30.34285078076875,0,0
2020-01-17 23:00:00+00:00,22.721347601670452,0,0
2020-01-18 00:00:00+00:00,15.711922484134767,0,0
2020-01-18 01:00:00+00:00,18.98356839012982,0,0
2020-01-18 02:00:00+00:00,16.067035468759325,0,0
2020-01-18 03:00:00+00:00,15.51811370253131,0,0
2020-01-18 04:00:00+00:00,21.48348375836129,0,0
2020-01-18 05:00:00+00:00,26.47101473313678,0,0
2020-01-18 06:00:00+00:00,21.800774393635923,0,0
2020-01-18 07:00:00+00:00,24.559900805153813,0,0
2020-01-18 08:00:00+00:00,21.95713544502016,0,0
2020-01-18 09:00:00+00:00,21.246387826489617,0,0
2020-01-18 10:00:00+00:00,26.896299314757663,0,0
2020-01-18 11:00:00+00:00,23.92235725010312,0,0
2020-01-18 12:00:00+00:00,25.715939168995657,0,0
2020-01-18 13:00:00+00:00,19.86203464124352,0,0
2020-01-18 14:00:00+00:00,23.350477059680536,0,0
2020-01-18 15:00:00+00:00,23.9031137703024,0,0
2020-01-18 16:00:00+00:00,20.661522110725386,0,0
2020-01-18 17:00:00+00:00,25.711350979155657,0,0
2020-01-18 18:00:00+00:00,35.12151585147903,0,0
2020-01-18 19:00:00+00:00,39.66301084344953,0,0
2020-01-18 20:00:00+00:00,30.19152485696254,0,0
2020-01-18 21:00:00+00:00,27.40164574694865,0,0
2020-01-18 22:00:00+00:00,25.97348026833805,0,0
2020-01-18 23:00:00+00:00,24.09246340521953,0,0
2020-01-19 00:00:00+00:00,20.790523691127824,0,0
2020-01-19 01:00:00+00:00,17.689234181711875,0,0
2020-01-19 02:00:00+00:00,17.32445563587962,0,0
2020-01-19 03:00:00+00:00,14.943368750585705,0,0
2020-01-19 04:00:00+00:00,20.499507403016498,0,0
2020-01-19 05:00:00+00:00,24.70628041759433,0,0
2020-01-19 06:00:00+00:00,26.668908481535208,0,0
2020-01-19 07:00:00+00:00,20.906361842403662,0,0
2020-01-19 08:00:00+00:00,26.27014419314912,0,0
2020-01-19 09:00:00+00:00,24.052514520554283,0,0
2020-01-19 10:00:00+00:00,20.641345985744252,0,0
2020-01-19 11:00:00+00:00,28.01717515777843,0,0
2020-01-19 12:00:00+00:00,29.17354443541524,0,0
2020-01-19 13:00:00+00:00,21.930996583039718,0,0
2020-01-19 14:00:00+00:00,26.318758041843314,0,0
2020-01-19 15:00:00+00:00,20.71603193426208,0,0
2020-01-19 16:00:00+00:00,26.986477858906625,0,0
2020-01-19 17:00:00+00:00,25.466480969830368,0,0
2020-01-19 18:00:00+00:00,37.77776494949005,0,0
2020-01-19 19:00:00+00:00,41.28854407473845,0,0
2020-01-19 20:00:00+00:00,41.314718225317165,0,0
2020-01-19 21:00:00+00:00,33.747290025189386,0,0
2020-01-19 22:00:00+00:00,31.0710791995072,0,0
2020-01-19 23:00:00+00:00,18.99974756346581,0,0
2020-01-20 00:00:00+00:00,15.711922484134767,0,0
2020-01-20 01:00:00+00:00,18.264493829897628,0,0
2020-01-20 02:00:00+00:00,14.390475245932265,0,0
2020-01-20 03:00:00+00:00,15.51811370253131,0,0
2020-01-20 04:00:00+00:00,22.139467995257817,0,0
2020-01-20 05:00:00+00:00,20.000322242814455,0,0
2020-01-20 06:00:00+00:00,27.30388249300033,0,0
2020-01-20 07:00:00+00:00,19.282566747848037,0,0
2020-01-20 08:00:00+00:00,19.01644766220496,0,0
2020-01-20 09:00:00+00:00,26.85864121461895,0,0
2020-01-20 10:00:00+00:00,22.100835095847383,0,0
2020-01-20 11:00:00+00:00,24.353390714068944,0,0
2020-01-20 12:00:00+00:00,28.309143118810347,0,0
2020-01-20 13:00:00+00:00,22.7585813597582,0,0
2020-01-20 14:00:00+00:00,25.72510184541076,0,0
2020-01-20 15:00:00+00:00,21.911187622777202,0,0
2020-01-20 16:00:00+00:00,24.24566370136142,0,0
2020-01-20 17:00:00+00:00,26.690831016456826,0,0
2020-01-20 18:00:00+00:00,36.892348583486374,0,0
2020-01-20 19:00:00+00:00,38.68769090467618,0,0
2020-01-20 20:00:00+00:00,33.05177458025373,0,0
2020-01-20 21:00:00+00:00,30.286029509785347,0,0
2020-01-20 22:00:00+00:00,29.37187955578415,0,0
2020-01-20 23:00:00+00:00,25.46357920876861,0,0
